Syllable,Vruta ID,Number of Syllables in Verse,Syllable Position in Verse,Ganam Position in Verse,Syllable Position in Ganam,Previous Syllable Origin,Next Syllable Origin,Current Syllable Origin,Previous Syllable Matra,Next syllable Matra,Current Syllable Matra,Previous Syllable Joint,Next Syllable Joint,Current Syllable Joint,Number of Syllables in Ganam,Yati,Yati Position,Distance from Yati,Total Matra in Ganam,Total Matra in Verse,Duration
kku,2,12,8,3,2,34,34,15,2,1,2,0,1,1,3,0,6,2,5,19,0.434312
nni,2,12,9,3,3,15,30,34,2,1,1,1,0,1,3,0,6,3,5,19,0.281241
thu,2,12,10,4,1,34,36,30,1,1,1,1,0,0,3,0,6,4,4,19,0.281241
pu,2,12,11,4,2,30,40,36,1,2,1,0,0,0,3,0,6,5,4,19,0.200176
maan,2,12,12,4,3,36,15,40,1,2,2,0,0,0,3,0,6,6,4,19,0.464955
kroo,2,12,1,1,1,40,32,15,2,1,2,0,0,0,3,0,6,-5,5,19,0.433322
ddha,2,12,2,1,2,15,40,32,2,2,1,0,0,0,3,0,6,-4,5,19,0.273526
muu,2,12,3,1,3,32,44,40,1,2,2,0,0,0,3,0,6,-3,5,19,0.423412
lam,2,12,4,2,1,40,40,44,2,1,2,0,0,0,3,0,6,-2,4,19,0.441827
ma,2,12,5,2,2,44,34,40,2,1,1,0,0,0,3,0,6,-1,4,19,0.228887
nas,2,12,6,2,3,40,30,34,1,2,1,0,0,0,3,1,6,0,4,19,0.281241
thaa,2,12,7,3,1,34,36,30,1,1,2,0,0,0,3,0,6,1,5,19,0.404947
pa,2,12,8,3,2,30,40,36,2,2,1,0,0,0,3,0,6,2,5,19,0.200176
mu,2,12,9,3,3,36,53,40,1,2,2,0,1,0,3,0,6,3,5,19,0.421412
ndaay,2,12,10,4,1,40,47,53,2,1,2,0,0,1,3,0,6,4,5,19,0.639831
va,2,12,11,4,2,53,42,47,2,2,1,1,0,0,3,0,6,5,5,19,0.220875
rum,2,12,12,4,3,47,15,42,1,2,2,0,0,0,3,0,6,6,5,19,0.441943
kroo,2,12,1,1,1,42,32,15,2,1,2,0,0,0,3,0,6,-5,5,20,0.433322
ddha,2,12,2,1,2,15,40,32,2,2,1,0,0,0,3,0,6,-4,5,20,0.224342
muu,2,12,3,1,3,32,44,40,1,2,2,0,0,0,3,0,6,-3,5,20,0.423412
lam,2,12,4,2,1,40,34,44,2,1,2,0,0,0,3,0,6,-2,5,20,0.523178
nru,2,12,5,2,2,44,34,34,2,2,1,0,0,0,3,0,6,-1,5,20,0.250432
naam,2,12,6,2,3,34,50,34,1,2,2,0,0,0,3,1,6,0,5,20,0.524312
sam,2,12,7,3,1,34,50,50,2,2,2,0,0,0,3,0,6,1,5,20,0.432312
saa,2,12,8,3,2,50,42,50,2,1,2,0,0,0,3,0,6,2,5,20,0.486432
ra,2,12,9,3,3,50,38,42,2,2,1,0,0,0,3,0,6,3,5,20,0.224903
ba,2,12,10,4,1,42,34,38,1,1,2,0,1,0,3,0,6,4,5,20,0.421412
nddha,2,12,11,4,2,38,34,34,2,2,1,0,0,1,3,0,6,5,5,20,0.281241
nam,2,12,12,4,3,34,15,34,1,2,2,1,0,0,3,0,6,6,5,20,0.439222
kroo,2,12,1,1,1,34,32,15,2,1,2,0,0,0,3,0,6,-5,5,18,0.389031
ddha,2,12,2,1,2,15,40,32,2,2,1,0,0,0,3,0,6,-4,5,18,0.187424
ma,2,12,3,1,3,32,44,40,1,2,2,0,1,0,3,0,6,-3,5,18,0.421412
lloo,2,12,4,2,1,40,34,44,2,1,2,0,0,1,3,0,6,-2,4,18,0.640503
ni,2,12,5,2,2,44,22,34,2,1,1,1,0,0,3,0,6,-1,4,18,0.250432
ja,2,12,6,2,3,34,32,22,1,2,1,0,0,0,3,1,6,0,4,18,0.315707
ddhar,2,12,7,3,1,22,40,32,1,2,2,0,1,0,3,0,6,1,5,18,0.453312
mma,2,12,8,3,2,32,15,40,2,1,2,0,1,1,3,0,6,2,5,18,0.434312
ksha,2,12,9,3,3,40,41,15,2,1,1,1,0,1,3,0,6,3,5,18,0.250432
ya,2,12,10,4,1,15,15,41,1,1,1,1,0,0,3,0,6,4,4,18,0.281241
ka,2,12,11,4,2,41,42,15,1,2,1,0,0,0,3,0,6,5,4,18,0.207849
ram,2,12,12,4,3,15,15,42,1,2,2,0,0,0,3,0,6,6,4,18,0.435555
kroo,2,12,1,1,1,42,32,15,2,2,2,0,0,0,3,0,6,-5,5,18,0.433322
ddham,2,12,2,1,2,15,36,32,2,1,2,0,0,0,3,0,6,-4,5,18,0.435369
pa,2,12,3,1,3,32,42,36,2,1,1,0,0,0,3,0,6,-3,5,18,0.17793
ri,2,12,4,2,1,36,30,42,1,1,1,0,0,0,3,0,6,-2,4,18,0.250432
thya,2,12,5,2,2,42,22,30,1,2,1,0,0,0,3,0,6,-1,4,18,0.182974
ji,2,12,6,2,3,30,15,22,1,2,2,0,1,0,3,1,6,0,4,18,0.522312
kkee,2,12,7,3,1,22,34,15,2,2,2,0,0,1,3,0,6,1,5,18,0.458515
nam,2,12,8,3,2,15,38,34,2,1,2,1,0,0,3,0,6,2,5,18,0.424312
bu,2,12,9,3,3,34,32,38,2,1,1,0,0,0,3,0,6,3,5,18,0.218828
ddha,2,12,10,4,1,38,22,32,1,1,1,0,0,0,3,0,6,4,4,18,0.250432
ja,2,12,11,4,2,32,34,22,1,2,1,0,0,0,3,0,6,5,4,18,0.214294
nam,2,12,12,4,3,22,15,34,1,2,2,0,0,0,3,0,6,6,4,18,0.454962
kroo,2,12,1,1,1,34,32,15,2,1,2,0,0,0,3,0,6,-5,5,18,0.433322
ddha,2,12,2,1,2,15,40,32,2,2,1,0,0,0,3,0,6,-4,5,18,0.173323
ma,2,12,3,1,3,32,44,40,1,2,2,0,1,0,3,0,6,-3,5,18,0.421412
lloo,2,12,4,2,1,40,41,44,2,1,2,0,0,1,3,0,6,-2,4,18,0.464404
ya,2,12,5,2,2,44,40,41,2,1,1,1,0,0,3,0,6,-1,4,18,0.22781
ma,2,12,6,2,3,41,34,40,1,2,1,0,0,0,3,1,6,0,4,18,0.281241
naa,2,12,7,3,1,40,41,34,1,1,2,0,0,0,3,0,6,1,4,18,0.394476
ya,2,12,8,3,2,34,30,41,2,1,1,0,0,0,3,0,6,2,4,18,0.280286
thu,2,12,9,3,3,41,34,30,1,2,1,0,0,0,3,0,6,3,4,18,0.277714
nir,2,12,10,4,1,30,34,34,1,1,2,0,1,0,3,0,6,4,5,18,0.422412
nna,2,12,11,4,2,34,41,34,2,2,1,0,0,1,3,0,6,5,5,18,0.270032
yam,2,12,12,4,3,34,47,41,1,1,2,1,0,0,3,0,6,6,5,18,0.500992
vai,2,12,1,1,1,41,30,47,2,1,1,0,0,0,3,0,6,-5,3,17,0.281241
tha,2,12,2,1,2,47,42,30,1,1,1,0,0,0,3,0,6,-4,3,17,0.172915
ra,2,12,3,1,3,30,34,42,1,2,1,0,0,0,3,0,6,-3,3,17,0.203978
nyaa,2,12,4,2,1,42,16,34,1,1,2,0,0,0,3,0,6,-2,5,17,0.446729
khya,2,12,5,2,2,34,41,16,2,2,1,0,0,0,3,0,6,-1,5,17,0.250432
yaa,2,12,6,2,3,16,15,41,1,2,2,0,0,0,3,1,6,0,5,17,0.524312
ku,2,12,7,3,1,41,34,15,2,1,2,0,1,0,3,0,6,1,5,17,0.431312
nna,2,12,8,3,2,15,30,34,2,2,1,0,0,1,3,0,6,2,5,17,0.281241
thu,2,12,9,3,3,34,30,30,1,1,2,1,0,0,3,0,6,3,5,17,0.382112
thrush,2,12,10,4,1,30,34,30,2,1,1,0,0,0,3,0,6,4,4,17,0.250432
na,2,12,11,4,2,30,41,34,1,2,1,0,0,0,3,0,6,5,4,17,0.230258
yum,2,12,12,4,3,34,50,41,1,2,2,0,0,0,3,0,6,6,4,17,0.453472
sa,2,12,1,1,1,41,56,50,2,2,2,0,1,0,3,0,6,-5,5,19,0.421322
nthoo,2,12,2,1,2,50,48,56,2,1,2,0,0,1,3,0,6,-4,5,19,0.507883
sha,2,12,3,1,3,56,40,48,2,2,1,1,0,0,3,0,6,-3,5,19,0.250432
maa,2,12,4,2,1,48,15,40,1,2,2,0,0,0,3,0,6,-2,5,19,0.408177
ku,2,12,5,2,2,40,34,15,2,1,2,0,1,0,3,0,6,-1,5,19,0.431312
nna,2,12,6,2,3,15,30,34,2,1,1,0,0,1,3,1,6,0,5,19,0.281241
thu,2,12,7,3,1,34,34,30,1,2,1,1,0,0,3,0,6,1,4,19,0.250432
na,2,12,8,3,2,30,34,34,1,1,2,0,1,0,3,0,6,2,4,19,0.421312
ndha,2,12,9,3,3,34,34,34,2,2,1,0,0,1,3,0,6,3,4,19,0.250432
nam,2,12,10,4,1,34,47,34,1,1,2,1,0,0,3,0,6,4,5,19,0.462573
va,2,12,11,4,2,34,34,47,2,2,1,0,0,0,3,0,6,5,5,19,0.224326
nam,2,12,12,4,3,47,50,34,1,2,2,0,0,0,3,0,6,6,5,19,0.476041
sa,2,12,1,1,1,34,56,50,2,1,2,0,1,0,3,0,6,-5,5,18,0.421322
ntha,2,12,2,1,2,50,30,56,2,2,1,0,0,1,3,0,6,-4,5,18,0.281241
tham,2,12,3,1,3,56,48,30,1,2,2,1,0,0,3,0,6,-3,5,18,0.433412
shaa,2,12,4,2,1,30,56,48,2,1,2,0,1,0,3,0,6,-2,5,18,0.389694
nthi,2,12,5,2,2,48,41,56,2,2,1,0,0,1,3,0,6,-1,5,18,0.281241
yee,2,12,6,2,3,56,15,41,1,2,2,1,0,0,3,1,6,0,5,18,0.626575
kaa,2,12,7,3,1,41,40,15,2,1,2,0,0,0,3,0,6,1,4,18,0.433312
ma,2,12,8,3,2,15,50,40,2,1,1,0,0,0,3,0,6,2,4,18,0.250432
su,2,12,9,3,3,40,42,50,1,1,1,0,0,0,3,0,6,3,4,18,0.250432
ra,2,12,10,4,1,50,39,42,1,1,1,0,0,0,3,0,6,4,4,18,0.250432
bhi,2,12,11,4,2,42,15,39,1,2,1,0,0,0,3,0,6,5,4,18,0.286548
keel,2,12,12,4,3,39,20,15,1,2,2,0,0,0,3,0,6,6,4,18,0.547394
chi,2,12,1,1,1,15,56,20,2,2,2,0,1,0,3,0,6,-5,5,19,0.423322
nthi,2,12,2,1,2,20,20,56,2,1,2,0,1,1,3,0,6,-4,5,19,0.526907
cchu,2,12,3,1,3,56,48,20,2,2,1,1,0,1,3,0,6,-3,5,19,0.255527
shaa,2,12,4,2,1,20,56,48,1,1,2,1,1,0,3,0,6,-2,5,19,0.434312
nthi,2,12,5,2,2,48,41,56,2,2,1,0,0,1,3,0,6,-1,5,19,0.281241
yee,2,12,6,2,3,56,30,41,1,2,2,1,1,0,3,1,6,0,5,19,0.568561
ttha,2,12,7,3,1,41,34,30,2,1,2,0,1,1,3,0,6,1,4,19,0.453312
nne,2,12,8,3,2,30,39,34,2,1,1,1,0,1,3,0,6,2,4,19,0.281241
bha,2,12,9,3,3,34,22,39,1,2,1,1,0,0,3,0,6,3,4,19,0.242649
ji,2,12,10,4,1,39,15,22,1,1,2,0,1,0,3,0,6,4,5,19,0.415748
kka,2,12,11,4,2,22,34,15,2,2,1,0,0,1,3,0,6,5,5,19,0.211777
nii,2,12,12,4,3,15,50,34,1,2,2,1,0,0,3,0,6,6,5,19,0.569613
sa,2,12,1,1,1,34,56,50,2,2,2,0,1,0,3,0,6,-5,5,19,0.421322
nthaa,2,12,2,1,2,50,36,56,2,1,2,0,0,1,3,0,6,-4,5,19,0.552068
pa,2,12,3,1,3,56,40,36,2,2,1,1,0,0,3,0,6,-3,5,19,0.219964
me,2,12,4,2,1,36,34,40,1,2,2,0,1,0,3,0,6,-2,5,19,0.422312
nnaa,2,12,5,2,2,40,44,34,2,1,2,0,0,1,3,0,6,-1,5,19,0.630254
lo,2,12,6,2,3,34,42,44,2,1,1,1,0,0,3,1,6,0,5,19,0.221769
ru,2,12,7,3,1,44,22,42,1,2,1,0,0,0,3,0,6,1,4,19,0.250432
jaa,2,12,8,3,2,42,30,22,1,1,2,0,0,0,3,0,6,2,4,19,0.419255
thi,2,12,9,3,3,22,41,30,2,2,1,0,0,0,3,0,6,3,4,19,0.210181
yum,2,12,10,4,1,30,47,41,1,1,2,0,0,0,3,0,6,4,5,19,0.427
va,2,12,11,4,2,41,42,47,2,2,1,0,0,0,3,0,6,5,5,19,0.173201
raa,2,12,12,4,3,47,32,42,1,2,2,0,0,0,3,0,6,6,5,19,0.495925
ddee,2,12,1,1,1,42,51,32,2,2,2,0,0,0,3,0,6,-5,5,19,0.433322
hee,2,12,2,1,2,32,34,51,2,1,2,0,1,0,3,0,6,-4,5,19,0.423412
ndhri,2,12,3,1,3,51,41,34,2,1,1,0,0,1,3,0,6,-3,5,19,0.270779
ya,2,12,4,2,1,34,36,41,1,2,1,1,0,0,3,0,6,-2,4,19,0.281241
praa,2,12,5,2,2,41,34,36,1,1,2,0,0,0,3,0,6,-1,4,19,0.443312
na,2,12,6,2,3,36,38,34,2,1,1,0,0,0,3,1,6,0,4,19,0.238217
bu,2,12,7,3,1,34,32,38,1,2,1,0,0,0,3,0,6,1,4,19,0.250432
ddhyaa,2,12,8,3,2,38,32,32,1,1,2,0,0,0,3,0,6,2,4,19,0.443312
ddi,2,12,9,3,3,32,15,32,2,2,1,0,0,0,3,0,6,3,4,19,0.199914
kal,2,12,10,4,1,32,15,15,1,2,2,0,1,0,3,0,6,4,6,19,0.399634
kke,2,12,11,4,2,15,44,15,2,2,2,0,1,1,3,0,6,5,6,19,0.423322
llaam,2,12,12,4,3,15,2,44,2,2,2,1,0,1,3,0,6,6,6,19,0.702241
aa,2,12,1,1,1,44,51,2,2,2,2,1,0,0,3,0,6,-5,5,19,0.421322
ha,2,12,2,1,2,2,56,51,2,1,2,0,1,0,3,0,6,-4,5,19,0.421412
ntha,2,12,3,1,3,51,40,56,2,2,1,0,0,1,3,0,6,-3,5,19,0.281241
mee,2,12,4,2,1,56,44,40,1,1,2,1,0,0,3,0,6,-2,4,19,0.375493
le,2,12,5,2,2,40,47,44,2,1,1,0,0,0,3,0,6,-1,4,19,0.250432
va,2,12,6,2,3,44,50,47,1,2,1,0,0,0,3,1,6,0,4,19,0.230912
si,2,12,7,3,1,47,36,50,1,1,2,0,1,0,3,0,6,1,5,19,0.482028
ppa,2,12,8,3,2,50,30,36,2,2,1,0,0,1,3,0,6,2,5,19,0.21044
thaa,2,12,9,3,3,36,30,30,1,2,2,1,0,0,3,0,6,3,5,19,0.432412
thmaa,2,12,10,4,1,30,47,30,2,1,2,0,0,0,3,0,6,4,5,19,0.40169
vu,2,12,11,4,2,30,15,47,2,2,1,0,0,0,3,0,6,5,5,19,0.287885
keel,2,12,12,4,3,47,48,15,1,1,2,0,0,0,3,0,6,6,5,19,0.579241
shu,2,12,1,1,1,15,32,48,2,1,1,0,0,0,3,0,6,-5,3,18,0.281241
ddha,2,12,2,1,2,48,50,32,1,1,1,0,0,0,3,0,6,-4,3,18,0.208947
swa,2,12,3,1,3,32,41,50,1,2,1,0,0,0,3,0,6,-3,3,18,0.250432
yam,2,12,4,2,1,50,22,41,1,2,2,0,0,0,3,0,6,-2,5,18,0.424312
jyoo,2,12,5,2,2,41,30,22,2,1,2,0,0,0,3,0,6,-1,5,18,0.460097
thi,2,12,6,2,3,22,42,30,2,2,1,0,0,0,3,1,6,0,5,18,0.208026
raa,2,12,7,3,1,30,34,42,1,2,2,0,0,0,3,0,6,1,5,18,0.433312
na,2,12,8,3,2,42,34,34,2,1,2,0,1,0,3,0,6,2,5,18,0.421312
ndha,2,12,9,3,3,34,36,34,2,2,1,0,0,1,3,0,6,3,5,18,0.281241
puur,2,12,10,4,1,34,34,36,1,1,2,1,1,0,3,0,6,4,5,18,0.433412
nna,2,12,11,4,2,36,40,34,2,2,1,0,0,1,3,0,6,5,5,18,0.224184
maay,2,12,12,4,3,34,30,40,1,2,2,1,0,0,3,0,6,6,5,18,0.495146
tha,2,12,1,1,1,40,30,30,2,2,2,0,1,0,3,0,6,-5,5,19,0.422322
tthwaar,2,12,2,1,2,30,30,30,2,1,2,0,1,1,3,0,6,-4,5,19,0.431173
ttha,2,12,3,1,3,30,40,30,2,2,1,1,0,1,3,0,6,-3,5,19,0.15037
maay,2,12,4,2,1,30,34,40,1,1,2,1,0,0,3,0,6,-2,5,19,0.403481
ni,2,12,5,2,2,40,42,34,2,2,1,0,0,0,3,0,6,-1,5,19,0.248959
raa,2,12,6,2,3,34,15,42,1,2,2,0,0,0,3,1,6,0,5,19,0.524312
kii,2,12,7,3,1,42,42,15,2,1,2,0,0,0,3,0,6,1,5,19,0.433312
ra,2,12,8,3,2,15,40,42,2,2,1,0,0,0,3,0,6,2,5,19,0.15808
maay,2,12,9,3,3,42,34,40,1,1,2,0,0,0,3,0,6,3,5,19,0.411853
ni,2,12,10,4,1,40,30,34,2,1,1,0,0,0,3,0,6,4,4,19,0.281241
thya,2,12,11,4,2,34,40,30,1,2,1,0,0,0,3,0,6,5,4,19,0.176686
maay,2,12,12,4,3,30,34,40,1,2,2,0,0,0,3,0,6,6,4,19,0.569426
nir,2,12,1,1,1,40,47,34,2,1,2,0,0,0,3,0,6,-5,4,18,0.375222
vi,2,12,2,1,2,34,15,47,2,2,1,0,0,0,3,0,6,-4,4,18,0.183072
kal,2,12,3,1,3,47,36,15,1,2,2,0,0,0,3,0,6,-3,4,18,0.396025
pam,2,12,4,2,1,15,36,36,2,1,2,0,0,0,3,0,6,-2,5,18,0.374016
pa,2,12,5,2,2,36,42,36,2,2,1,0,0,0,3,0,6,-1,5,18,0.167154
ram,2,12,6,2,3,36,34,42,1,2,2,0,0,0,3,1,6,0,5,18,0.524312
nir,2,12,7,3,1,42,47,34,2,1,2,0,0,0,3,0,6,1,4,18,0.433312
vi,2,12,8,3,2,34,15,47,2,2,1,0,0,0,3,0,6,2,4,18,0.27839
kaa,2,12,9,3,3,47,42,15,1,2,2,0,0,0,3,0,6,3,4,18,0.374733
ram,2,12,10,4,1,15,16,42,2,1,2,0,0,0,3,0,6,4,5,18,0.423412
kha,2,12,11,4,2,42,34,16,2,2,1,0,0,0,3,0,6,5,5,18,0.19261
nam,2,12,12,4,3,16,50,34,1,2,2,0,0,0,3,0,6,6,5,18,0.517443
sar,2,12,1,1,1,34,47,50,2,1,2,0,0,0,3,0,6,-5,3,16,0.427373
vai,2,12,2,1,2,50,15,47,2,1,1,0,0,0,3,0,6,-4,3,16,0.281241
ka,2,12,3,1,3,47,15,15,1,2,1,0,0,0,3,0,6,-3,3,16,0.227915
kaa,2,12,4,2,1,15,42,15,1,1,2,0,0,0,3,0,6,-2,5,16,0.414312
ra,2,12,5,2,2,15,34,42,2,2,1,0,0,0,3,0,6,-1,5,16,0.220449
nam,2,12,6,2,3,42,50,34,1,2,2,0,0,0,3,1,6,0,5,16,0.524312
sar,2,12,7,3,1,34,47,50,2,1,2,0,0,0,3,0,6,1,3,16,0.488216
va,2,12,8,3,2,50,22,47,2,1,1,0,0,0,3,0,6,2,3,16,0.250432
ja,2,12,9,3,3,47,17,22,1,2,1,0,0,0,3,0,6,3,3,16,0.215051
gan,2,12,10,4,1,22,40,17,1,1,2,0,0,0,3,0,6,4,5,16,0.423412
ma,2,12,11,4,2,17,41,40,2,2,1,0,0,0,3,0,6,5,5,16,0.209831
yam,2,12,12,4,3,40,50,41,1,2,2,0,0,0,3,0,6,6,5,16,0.512848
sar,2,12,1,1,1,41,47,50,2,1,2,0,0,0,3,0,6,-5,3,16,0.440112
vai,2,12,2,1,2,50,15,47,2,1,1,0,0,0,3,0,6,-4,3,16,0.250432
ka,2,12,3,1,3,47,50,15,1,2,1,0,0,0,3,0,6,-3,3,16,0.190036
saa,2,12,4,2,1,15,15,50,1,1,2,0,1,0,3,0,6,-2,5,16,0.424312
kshi,2,12,5,2,2,50,34,15,2,2,1,0,0,1,3,0,6,-1,5,16,0.250432
nam,2,12,6,2,3,15,50,34,1,2,2,1,0,0,3,1,6,0,5,16,0.524312
sar,2,12,7,3,1,34,47,50,2,1,2,0,0,0,3,0,6,1,3,16,0.399817
va,2,12,8,3,2,50,22,47,2,1,1,0,0,0,3,0,6,2,3,16,0.250432
jna,2,12,9,3,3,47,34,22,1,2,1,0,0,0,3,0,6,3,3,16,0.218141
nii,2,12,10,4,1,22,48,34,1,1,2,0,0,0,3,0,6,4,5,16,0.423412
shwa,2,12,11,4,2,34,42,48,2,2,1,0,0,0,3,0,6,5,5,16,0.250432
ram,2,12,12,4,3,48,50,42,1,2,2,0,0,0,3,0,6,6,5,16,0.429671
sar,2,12,1,1,1,42,47,50,2,1,2,0,0,0,3,0,6,-5,4,18,0.422517
va,2,12,2,1,2,50,32,47,2,2,1,0,0,0,3,0,6,-4,4,18,0.213794
ddaa,2,12,3,1,3,47,20,32,1,2,2,0,0,0,3,0,6,-3,4,18,0.433412
chee,2,12,4,2,1,32,30,20,2,1,2,0,0,0,3,0,6,-2,4,18,0.454754
tha,2,12,5,2,2,20,41,30,2,1,1,0,0,0,3,0,6,-1,4,18,0.200176
yi,2,12,6,2,3,30,39,41,1,2,1,0,0,0,3,1,6,0,4,18,0.281241
bhaa,2,12,7,3,1,41,47,39,1,2,2,0,0,0,3,0,6,1,5,18,0.443312
vi,2,12,8,3,2,39,20,47,2,1,2,0,1,0,3,0,6,2,5,18,0.422312
cchu,2,12,9,3,3,47,15,20,2,2,1,0,0,1,3,0,6,3,5,18,0.250432
kol,2,12,10,4,1,20,15,15,1,1,2,1,0,0,3,0,6,4,5,18,0.401579
ka,2,12,11,4,2,15,34,15,2,2,1,0,0,0,3,0,6,5,5,18,0.172584
nii,2,12,12,4,3,15,50,34,1,2,2,0,0,0,3,0,6,6,5,18,0.520021
saa,2,12,1,1,1,34,42,50,2,1,2,0,0,0,3,0,6,-5,4,18,0.461406
ra,2,12,2,1,2,50,22,42,2,1,1,0,0,0,3,0,6,-4,4,18,0.245332
jna,2,12,3,1,3,42,34,22,1,2,1,0,0,0,3,0,6,-3,4,18,0.26582
naa,2,12,4,2,1,22,41,34,1,1,2,0,0,0,3,0,6,-2,5,18,0.424312
ya,2,12,5,2,2,34,34,41,2,2,1,0,0,0,3,0,6,-1,5,18,0.213985
nii,2,12,6,2,3,41,15,34,1,2,2,0,0,0,3,1,6,0,5,18,0.550323
keel,2,12,7,3,1,34,50,15,2,1,2,0,0,0,3,0,6,1,4,18,0.443312
su,2,12,8,3,2,15,16,50,2,1,1,0,0,0,3,0,6,2,4,18,0.250432
kha,2,12,9,3,3,50,32,16,1,2,1,0,0,0,3,0,6,3,4,18,0.250432
ddu,2,12,10,4,1,16,15,32,1,1,2,0,1,0,3,0,6,4,5,18,0.423412
kkha,2,12,11,4,2,32,32,15,2,2,1,0,0,1,3,0,6,5,5,18,0.228162
ddam,2,12,12,4,3,15,36,32,1,2,2,1,0,0,3,0,6,6,5,18,0.429643
praa,2,12,1,1,1,32,42,36,2,1,2,0,0,0,3,0,6,-5,4,18,0.433322
rab,2,12,2,1,2,36,32,42,2,1,1,0,0,0,3,0,6,-4,4,18,0.250432
dda,2,12,3,1,3,42,40,32,1,2,1,0,0,0,3,0,6,-3,4,18,0.155922
me,2,12,4,2,1,32,44,40,1,2,2,0,1,0,3,0,6,-2,5,18,0.422312
llaa,2,12,5,2,2,40,40,44,2,1,2,0,0,1,3,0,6,-1,5,18,0.562078
ma,2,12,6,2,3,44,34,40,2,1,1,1,0,0,3,1,6,0,5,18,0.250432
nu,2,12,7,3,1,40,39,34,1,1,1,0,0,0,3,0,6,1,4,18,0.281241
bha,2,12,8,3,2,34,47,39,1,2,1,0,0,0,3,0,6,2,4,18,0.198484
vi,2,12,9,3,3,39,20,47,1,2,2,0,1,0,3,0,6,3,4,18,0.421412
cchii,2,12,10,4,1,47,25,20,2,1,2,0,0,1,3,0,6,4,5,18,0.522846
da,2,12,11,4,2,20,34,25,2,2,1,1,0,0,3,0,6,5,5,18,0.203205
nam,2,12,12,4,3,25,15,34,1,2,2,0,0,0,3,0,6,6,5,18,0.438314
kar,2,12,1,1,1,34,40,15,2,2,2,0,1,0,3,0,6,-5,5,19,0.423322
mmee,2,12,2,1,2,15,34,40,2,1,2,0,1,1,3,0,6,-4,5,19,0.443412
ndhri,2,12,3,1,3,40,41,34,2,2,1,1,0,1,3,0,6,-3,5,19,0.277886
ya,2,12,4,2,1,34,19,41,1,1,2,1,1,0,3,0,6,-2,5,19,0.422312
nga,2,12,5,2,2,41,44,19,2,2,1,0,0,1,3,0,6,-1,5,19,0.250432
laal,2,12,6,2,3,19,15,44,1,2,2,1,0,0,3,1,6,0,5,19,0.550426
kar,2,12,7,3,1,44,30,15,2,1,2,0,1,0,3,0,6,1,4,19,0.433312
ttha,2,12,8,3,2,15,47,30,2,1,1,0,0,1,3,0,6,2,4,19,0.283433
vya,2,12,9,3,3,30,40,47,1,2,1,1,0,0,3,0,6,3,4,19,0.222886
mo,2,12,10,4,1,47,15,40,1,1,2,0,1,0,3,0,6,4,5,19,0.407127
kka,2,12,11,4,2,40,47,15,2,2,1,0,0,1,3,0,6,5,5,19,0.165533
vee,2,12,12,4,3,15,34,47,1,2,2,1,0,0,3,0,6,6,5,19,0.503383
nir,2,12,1,1,1,47,40,34,2,2,2,0,1,0,3,0,6,-5,5,19,0.423322
mmaa,2,12,2,1,2,34,41,40,2,1,2,0,0,1,3,0,6,-4,5,19,0.443412
ya,2,12,3,1,3,40,40,41,2,2,1,1,0,0,3,0,6,-3,5,19,0.197761
maa,2,12,4,2,1,41,20,40,1,1,2,0,0,0,3,0,6,-2,5,19,0.37518
cha,2,12,5,2,2,40,42,20,2,2,1,0,0,0,3,0,6,-1,5,19,0.266422
ri,2,12,6,2,3,20,20,42,1,2,2,0,1,0,3,1,6,0,5,19,0.522312
cchii,2,12,7,3,1,42,25,20,2,1,2,0,0,1,3,0,6,1,5,19,0.556834
du,2,12,8,3,2,20,15,25,2,2,1,1,0,0,3,0,6,2,5,19,0.226374
ke,2,12,9,3,3,25,34,15,1,2,2,0,1,0,3,0,6,3,5,19,0.421412
nnee,2,12,10,4,1,15,47,34,2,1,2,0,0,1,3,0,6,4,4,19,0.481243
va,2,12,11,4,2,34,42,47,2,1,1,1,0,0,3,0,6,5,4,19,0.230717
ru,2,12,12,4,3,47,15,42,1,2,1,0,0,0,3,0,6,6,4,19,0.281241
kar,2,12,1,1,1,42,40,15,1,2,2,0,1,0,3,0,6,-5,6,21,0.423322
mma,2,12,2,1,2,15,19,40,2,2,2,0,1,1,3,0,6,-4,6,21,0.433412
ngal,2,12,3,1,3,40,50,19,2,2,2,1,0,1,3,0,6,-3,6,21,0.443412
sam,2,12,4,2,1,19,17,50,2,2,2,1,0,0,3,0,6,-2,5,21,0.424312
ga ,2,12,5,2,2,50,19,17,2,1,2,0,1,0,3,0,6,-1,5,21,0.433312
nga,2,12,6,2,3,17,44,19,2,2,1,0,0,1,3,1,6,0,5,21,0.281241
lo,2,12,7,3,1,19,34,44,1,1,2,1,1,0,3,0,6,1,5,21,0.431312
nni,2,12,8,3,2,44,44,34,2,2,1,0,0,1,3,0,6,2,5,21,0.250432
lum,2,12,9,3,3,34,15,44,1,2,2,1,0,0,3,0,6,3,5,21,0.419018
kuu,2,12,10,4,1,44,25,15,2,2,2,0,0,0,3,0,6,4,5,21,0.384472
daa,2,12,11,4,2,15,30,25,2,1,2,0,0,0,3,0,6,5,5,21,0.388639
the,2,12,12,4,3,25,15,30,2,2,1,0,0,0,3,0,6,6,5,21,0.250432
kar,2,12,1,1,1,30,40,15,1,1,2,0,1,0,3,0,6,-5,4,19,0.423322
mma,2,12,2,1,2,15,37,40,2,1,1,0,0,1,3,0,6,-4,4,19,0.281241
